mdd36,22913,2018 Fall Term
ah358,18791,2017 Spring Term
jo126,13248,2018 Fall Term
ta122,4440,2015 Fall Term
jn94,21163,2014 Spring Term
ls325,24053,2019 Spring Term
nny,3739,2016 Spring Term
lah112,21386,2018 Fall Term
inh3,23101,2017 Fall Term
naw21,23405,2018 Spring Term
pyh,23127,2015 Fall Term
jz259,16293,2014 Spring Term
vr80,3559,2017 Spring Term
jem84,21324,2016 Fall Term
mth38,3558,2019 Spring Term
bw144,1494,2015 Fall Term
cc555,22423,2017 Fall Term
jy234,23622,2016 Spring Term
bag40,20062,2016 Spring Term
mh455,20870,2014 Spring Term
sy163,19060,2016 Spring Term
ajs118,23125,2019 Spring Term
seg60,17299,2016 Fall Term
ejc40,5030,2015 Fall Term
ag469,4773,2015 Fall Term
mg332,24305,2018 Spring Term
tb168,21386,2015 Spring Term
aj267,3519,2019 Spring Term
kb347,17339,2018 Fall Term
kda12,4082,2015 Spring Term
yl479,13899,2017 Fall Term
dgs29,18622,2013 Spring Term
wmp10,8776,2018 Spring Term
arb130,14361,2018 Fall Term
sdl25,8464,2013 Fall Term
aj276,1494,2014 Fall Term
mah138,2631,2017 Spring Term
rk238,13687,2015 Spring Term
sed66,18505,2016 Fall Term
gyc4,22612,2019 Spring Term
bcl22,4766,2017 Fall Term
rg203,21710,2016 Fall Term
gx15,21735,2017 Fall Term
be41,6947,2017 Fall Term
yf57,10556,2016 Fall Term
rrg8,2604,2019 Spring Term
dwe8,1623,2014 Spring Term
jw562,7595,2017 Fall Term
ars94,10181,2018 Spring Term
anb65,1478,2016 Spring Term
zj45,21337,2018 Spring Term
kzl2,8768,2013 Spring Term
ccc57,3606,2017 Fall Term
yl553,10847,2016 Spring Term
gmf9,2953,2014 Spring Term
sgk6,15966,2015 Fall Term
tb258,20062,2015 Fall Term
mcv9,19216,2018 Fall Term
jnc42,6922,2014 Spring Term
njd18,17310,2016 Spring Term
dl188,19630,2018 Fall Term
wlc11,7141,2017 Fall Term
mv132,2598,2015 Fall Term
emw61,7384,2016 Spring Term
bhs11,2366,2013 Fall Term
ajd43,1504,2018 Fall Term
kmw106,20307,2018 Fall Term
kvb7,19581,2018 Spring Term
amg33,21441,2016 Spring Term
msm98,6885,2013 Spring Term
mim16,21371,2013 Spring Term
bs269,15961,2013 Fall Term
as882,10184,2018 Spring Term
njf9,13023,2015 Spring Term
rvd5,9105,2014 Spring Term
kep45,20870,2013 Spring Term
hmn9,23133,2017 Fall Term
al344,15743,2019 Spring Term
dgg8,21540,2018 Spring Term
ns244,2313,2016 Fall Term
nam02w,2606,2013 Fall Term
hsh14,3450,2016 Spring Term
oa55,23414,2017 Spring Term
tak30,21671,2013 Spring Term
sx43,21540,2014 Fall Term
cp206,2604,2017 Fall Term
rvd5,13687,2016 Spring Term
asf45,23816,2018 Spring Term
hjp6,15210,2019 Spring Term
smd73,21386,2019 Spring Term
aja26,17430,2018 Fall Term
zc85,22914,2017 Spring Term
gs103,22424,2018 Fall Term
nb188,9815,2013 Spring Term
kl300,1465,2015 Fall Term
pf66,1702,2017 Fall Term
jkl36,15570,2014 Fall Term
fj17,22471,2014 Fall Term
pev2,24193,2017 Fall Term
de62,23744,2019 Spring Term
kl303,4205,2014 Spring Term
nbt7,8088,2018 Spring Term
sfl3,16338,2019 Spring Term
saa37,2842,2017 Fall Term
has33,17430,2015 Fall Term
wlg14,18960,2014 Fall Term
bp144,24944,2018 Fall Term
